bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level,days_to_resolve
2301,Mods & Custom Content,Critical,Won't Fix,2024-12-05,2024-12-31,Xbox,North America,Audio,Graphics,M7,Medium,26.0
2302,Occults,Low,Resolved,2024-07-15,2024-08-02,Playstation,Oceania,UI/UX,UI,M3,Medium,18.0
2303,Live Mode,High,Resolved,2024-12-15,2025-01-09,Xbox,Africa,Graphics,Mods & Custom Content,M2,High,25.0
2304,Expansion Pack,Low,Resolved,2025-01-04,2025-01-09,Xbox,Africa,CAS,Graphics,M3,Medium,5.0
2305,Aspirations,High,Resolved,2025-01-31,2025-02-07,Xbox,Asia,LiveOps,Network,M4,Medium,7.0
2306,Build Mode,High,Investigating,2024-05-15,,Pc,Europe,Platform,Graphics,M2,Medium,
2307,Create-a-Sim,High,Resolved,2025-04-15,2025-04-20,Pc,Asia,Audio,Network,M5,Low,5.0
2308,Graphics,High,New,2024-10-10,,Mac,North America,Build Mode,Gameplay,M5,Medium,
2309,Social Interactions,Medium,Resolved,2024-09-11,2024-09-27,Playstation,North America,CAS,Gameplay,M5,High,16.0
2310,Multiplayer,Low,Resolved,2024-10-20,2024-11-19,Mac,Africa,Expansion Pack,Expansion Pack,M6,Medium,30.0
2311,Social Interactions,Low,New,2025-03-20,,Mac,Europe,Platform,Graphics,M6,Medium,
2312,Audio,Low,Resolved,2024-12-27,2025-01-09,Xbox,South America,CAS,UI,M1,High,13.0
2313,Aspirations,Low,Resolved,2024-11-02,2024-11-25,Mac,Oceania,UI/UX,Network,M1,High,23.0
2314,Live Mode,Medium,Resolved,2025-02-01,2025-03-02,Mac,Asia,Audio,Expansion Pack,M7,Medium,29.0
2315,Occults,Medium,Resolved,2024-08-27,2024-09-06,Pc,South America,Audio,UI,M2,Medium,10.0
2316,Aging System,Medium,Resolved,2025-03-11,2025-04-01,Pc,Europe,Audio,UI,M4,Medium,21.0
2317,Social Interactions,Low,Resolved,2024-10-31,2024-11-02,Playstation,Oceania,Graphics,Graphics,M6,High,2.0
2318,Bug Fixes,Low,Won't Fix,2024-12-07,2024-12-22,Playstation,North America,Graphics,Expansion Pack,M4,Medium,15.0
2319,Occults,Medium,Resolved,2024-05-19,2024-06-05,Pc,South America,Build Mode,Mods & Custom Content,M5,Low,17.0
2320,Create-a-Sim,Medium,Resolved,2025-01-24,2025-02-04,Playstation,Asia,Platform,Performance,M4,High,11.0
2321,Aging System,Medium,Resolved,2024-12-14,2024-12-23,Pc,Europe,LiveOps,Mods & Custom Content,M4,Low,9.0
2322,Multiplayer,Low,Resolved,2024-08-25,2024-09-07,Pc,Oceania,Expansion Pack,Gameplay,M5,High,13.0
2323,Occults,Medium,Won't Fix,2024-12-10,2024-12-15,Xbox,Oceania,UI/UX,Performance,M7,High,5.0
2324,Aspirations,Low,Resolved,2024-05-04,2024-05-20,Pc,North America,LiveOps,Mods & Custom Content,M5,Low,16.0
2325,Mods & Custom Content,Low,Resolved,2025-04-13,2025-04-18,Mac,Europe,CAS,Expansion Pack,M6,Medium,5.0
2326,UI,High,In Progress,2024-12-21,,Pc,South America,Graphics,Network,M4,Medium,
2327,UI,Critical,Resolved,2024-09-11,2024-09-28,Mac,Asia,Expansion Pack,Mods & Custom Content,M1,High,17.0
2328,Multiplayer,High,Resolved,2025-01-18,2025-02-11,Mac,North America,Expansion Pack,Network,M3,Medium,24.0
2329,Create-a-Sim,Low,Resolved,2025-04-06,2025-05-01,Pc,Africa,Graphics,UI,M5,Low,25.0
2330,World Map,Low,New,2024-09-22,,Mac,North America,UI/UX,Audio,M1,Medium,
2331,Expansion Pack,High,Resolved,2024-04-21,2024-04-23,Mac,Oceania,Expansion Pack,Graphics,M2,Medium,2.0
2332,Aspirations,High,New,2024-07-21,,Pc,Oceania,LiveOps,Mods & Custom Content,M7,Medium,
2333,Mods & Custom Content,Low,Resolved,2024-10-21,2024-10-23,Playstation,Oceania,CAS,Network,M4,Medium,2.0
2334,World Map,Low,Resolved,2024-10-24,2024-11-09,Mac,South America,Platform,Audio,M7,Low,16.0
2335,Pets,Low,Resolved,2024-11-16,2024-11-21,Xbox,Africa,Build Mode,Gameplay,M3,Medium,5.0
2336,Multiplayer,Medium,Resolved,2024-11-14,2024-11-29,Mac,Oceania,Graphics,UI,M1,Medium,15.0
2337,Graphics,High,In Progress,2024-09-28,,Mac,Africa,UI/UX,Network,M5,Medium,
2338,UI,Low,Resolved,2024-09-08,2024-09-18,Playstation,North America,Platform,Network,M1,Medium,10.0
2339,Bug Fixes,Medium,Resolved,2025-01-25,2025-02-03,Xbox,North America,Graphics,UI,M3,Low,9.0
2340,Aspirations,Low,Resolved,2024-11-19,2024-12-05,Pc,Asia,Expansion Pack,Audio,M6,Low,16.0
2341,Tutorial,Low,Resolved,2024-10-18,2024-10-27,Pc,South America,LiveOps,Network,M1,High,9.0
2342,Expansion Pack,Medium,New,2024-08-22,,Pc,Oceania,CAS,Gameplay,M2,Medium,
2343,Aspirations,Medium,Resolved,2024-04-26,2024-05-05,Pc,Oceania,CAS,UI,M6,Medium,9.0
2344,Mods & Custom Content,Medium,Resolved,2024-05-26,2024-05-27,Mac,Africa,Platform,Audio,M6,Medium,1.0
2345,Build Mode,High,Resolved,2024-09-17,2024-09-24,Xbox,Oceania,Expansion Pack,Graphics,M5,Medium,7.0
2346,Expansion Pack,Medium,Resolved,2025-04-04,2025-04-27,Mac,South America,Platform,Mods & Custom Content,M4,Low,23.0
2347,Live Mode,Low,Resolved,2024-05-30,2024-06-13,Playstation,Oceania,Platform,UI,M3,Low,14.0
2348,Mods & Custom Content,Low,New,2025-03-28,,Mac,Asia,LiveOps,Gameplay,M2,Medium,
2349,Social Interactions,Medium,Investigating,2024-06-08,,Pc,North America,Graphics,Mods & Custom Content,M5,Low,
2350,Aspirations,Low,Resolved,2024-08-10,2024-08-20,Playstation,North America,Audio,UI,M2,Medium,10.0
2351,Aspirations,Critical,Resolved,2024-10-01,2024-10-16,Xbox,Asia,Audio,Expansion Pack,M7,Low,15.0
2352,Mods & Custom Content,Low,Resolved,2024-07-02,2024-07-10,Pc,Africa,Expansion Pack,Expansion Pack,M5,Medium,8.0
2353,Multiplayer,Medium,Resolved,2024-10-11,2024-11-05,Xbox,South America,CAS,Gameplay,M3,Medium,25.0
2354,Occults,Low,Resolved,2024-10-09,2024-11-08,Mac,Oceania,Expansion Pack,Network,M1,Medium,30.0
2355,Audio,High,In Progress,2024-09-25,,Playstation,Africa,Platform,Mods & Custom Content,M2,Low,
2356,Build Mode,Low,New,2024-12-29,,Mac,Europe,UI/UX,Audio,M3,Low,
2357,Pets,Low,Resolved,2024-08-12,2024-09-04,Mac,Europe,Expansion Pack,Gameplay,M1,Low,23.0
2358,Aging System,Medium,Resolved,2024-08-05,2024-08-20,Playstation,Europe,UI/UX,Performance,M7,Medium,15.0
2359,UI,Medium,Resolved,2025-02-08,2025-02-27,Xbox,South America,UI/UX,UI,M1,Medium,19.0
2360,Create-a-Sim,Low,Investigating,2024-05-30,,Xbox,Europe,UI/UX,Audio,M2,Medium,
2361,Social Interactions,Medium,Resolved,2025-02-22,2025-02-25,Xbox,Europe,UI/UX,Graphics,M4,Medium,3.0
2362,Tutorial,Medium,Resolved,2024-12-11,2024-12-26,Playstation,South America,CAS,Performance,M3,Medium,15.0
2363,Occults,Medium,Investigating,2024-12-21,,Pc,Europe,Platform,UI,M2,High,
2364,Multiplayer,High,Won't Fix,2024-06-17,2024-06-29,Mac,North America,Platform,Graphics,M1,Low,12.0
2365,Careers,Critical,Resolved,2025-04-13,2025-04-30,Playstation,Oceania,LiveOps,Network,M7,Low,17.0
2366,Mods & Custom Content,Low,Resolved,2024-07-16,2024-07-20,Xbox,South America,LiveOps,Gameplay,M3,Low,4.0
2367,Build Mode,Low,Resolved,2024-06-20,2024-07-09,Xbox,South America,Build Mode,UI,M7,Medium,19.0
2368,Audio,Low,Resolved,2024-06-15,2024-06-20,Playstation,Europe,Audio,Performance,M6,Low,5.0
2369,Expansion Pack,Critical,Resolved,2024-11-08,2024-11-13,Pc,North America,UI/UX,UI,M3,Medium,5.0
2370,UI,Medium,Resolved,2025-04-03,2025-04-22,Playstation,Europe,Platform,Gameplay,M7,Low,19.0
2371,Social Interactions,Medium,Resolved,2024-07-11,2024-07-31,Playstation,Europe,Build Mode,Audio,M2,Medium,20.0
2372,Aging System,Medium,Resolved,2024-09-13,2024-10-09,Pc,Europe,CAS,Expansion Pack,M4,Low,26.0
2373,Bug Fixes,Critical,Resolved,2024-06-24,2024-06-26,Mac,South America,Graphics,Mods & Custom Content,M6,High,2.0
2374,Bug Fixes,Medium,New,2024-12-08,,Playstation,Europe,Graphics,UI,M3,Medium,
2375,Aspirations,Critical,Resolved,2024-09-23,2024-10-04,Xbox,Asia,Expansion Pack,Gameplay,M3,Medium,11.0
2376,Skills,High,In Progress,2024-04-28,,Pc,Africa,Platform,Expansion Pack,M3,Low,
2377,Aspirations,High,Resolved,2024-11-28,2024-12-10,Playstation,Europe,CAS,Mods & Custom Content,M7,High,12.0
2378,Careers,Medium,Resolved,2024-06-29,2024-07-24,Playstation,Europe,Platform,Performance,M7,Medium,25.0
2379,UI,Low,Resolved,2024-11-20,2024-12-08,Mac,Oceania,Platform,Mods & Custom Content,M5,Low,18.0
2380,Aging System,High,Resolved,2024-09-07,2024-09-23,Xbox,Europe,Build Mode,Network,M3,Low,16.0
2381,Seasons,High,Resolved,2024-12-31,2025-01-14,Mac,Oceania,LiveOps,Expansion Pack,M7,Low,14.0
2382,Pets,Medium,Resolved,2024-07-02,2024-07-07,Mac,Africa,UI/UX,Expansion Pack,M1,Medium,5.0
2383,Aspirations,High,Resolved,2025-01-18,2025-02-04,Mac,Oceania,Graphics,Gameplay,M1,Low,17.0
2384,Aspirations,Low,Resolved,2025-02-07,2025-02-14,Mac,North America,UI/UX,Audio,M5,Medium,7.0
2385,Build Mode,Medium,In Progress,2024-05-10,,Mac,South America,CAS,UI,M1,Low,
2386,Graphics,Medium,Resolved,2024-05-25,2024-06-04,Playstation,South America,Platform,Performance,M3,Medium,10.0
2387,Multiplayer,Low,In Progress,2025-03-03,,Playstation,Asia,Platform,UI,M7,Low,
2388,Bug Fixes,High,Resolved,2024-06-25,2024-06-30,Playstation,North America,Build Mode,Expansion Pack,M7,Medium,5.0
2389,Expansion Pack,Low,Resolved,2024-08-15,2024-09-06,Xbox,Oceania,Platform,Audio,M5,Medium,22.0
2390,Build Mode,Medium,Won't Fix,2024-10-02,2024-10-17,Mac,Europe,Expansion Pack,UI,M5,Low,15.0
2391,Skills,High,Resolved,2024-07-23,2024-08-05,Pc,North America,Platform,UI,M5,Medium,13.0
2392,Live Mode,Low,Resolved,2025-02-27,2025-03-01,Mac,Asia,CAS,UI,M4,High,2.0
2393,Graphics,Critical,Resolved,2024-10-28,2024-11-13,Playstation,Africa,UI/UX,Audio,M1,High,16.0
2394,Create-a-Sim,Critical,Resolved,2024-12-07,2024-12-30,Xbox,South America,Build Mode,Graphics,M1,High,23.0
2395,Aspirations,Low,New,2024-11-22,,Playstation,Africa,UI/UX,Graphics,M1,High,
2396,Create-a-Sim,Low,Resolved,2024-11-27,2024-12-27,Xbox,South America,UI/UX,Expansion Pack,M5,High,30.0
2397,Tutorial,Low,Resolved,2024-11-18,2024-11-21,Playstation,Europe,UI/UX,UI,M3,Medium,3.0
2398,Audio,High,Resolved,2024-08-23,2024-09-03,Pc,Europe,Expansion Pack,UI,M1,Medium,11.0
2399,Expansion Pack,Medium,Won't Fix,2025-02-21,2025-03-12,Pc,Europe,Platform,Graphics,M1,Medium,19.0
2400,Live Mode,High,Resolved,2024-11-29,2024-12-27,Pc,Europe,Audio,Gameplay,M5,Medium,28.0
2401,Mods & Custom Content,Low,In Progress,2025-02-09,,Xbox,Oceania,LiveOps,Performance,M5,Medium,
2402,Mods & Custom Content,High,Resolved,2025-01-01,2025-01-11,Xbox,Oceania,CAS,Network,M2,High,10.0
2403,Tutorial,Low,New,2024-08-04,,Xbox,South America,Expansion Pack,Mods & Custom Content,M4,Low,
2404,Occults,High,Resolved,2024-11-28,2024-12-18,Pc,North America,Graphics,Audio,M5,High,20.0
2405,Bug Fixes,Critical,Resolved,2024-05-19,2024-06-01,Mac,Europe,Audio,Gameplay,M3,Low,13.0
2406,Careers,Low,Resolved,2024-06-06,2024-06-29,Pc,South America,Platform,Performance,M4,Low,23.0
2407,Multiplayer,Critical,Resolved,2024-05-31,2024-06-27,Mac,Oceania,Graphics,Audio,M1,Low,27.0
2408,Live Mode,Critical,Resolved,2024-08-07,2024-08-17,Xbox,Africa,CAS,Network,M4,Medium,10.0
2409,Tutorial,Low,Won't Fix,2024-06-23,2024-07-12,Pc,North America,Expansion Pack,Gameplay,M5,High,19.0
2410,Skills,Critical,Resolved,2024-12-27,2025-01-07,Xbox,Europe,Expansion Pack,Network,M7,Medium,11.0
2411,Multiplayer,Medium,In Progress,2024-10-21,,Pc,South America,Audio,Expansion Pack,M4,Low,
2412,Audio,Low,Resolved,2024-09-18,2024-10-01,Pc,South America,LiveOps,Graphics,M1,Low,13.0
2413,Expansion Pack,High,In Progress,2024-06-07,,Pc,South America,Platform,Performance,M3,Low,
2414,Expansion Pack,High,Resolved,2024-09-05,2024-09-20,Pc,Oceania,Platform,Expansion Pack,M5,Medium,15.0
2415,Pets,Low,Resolved,2024-06-24,2024-07-20,Mac,North America,Graphics,Expansion Pack,M2,Low,26.0
2416,Multiplayer,Low,Resolved,2024-12-06,2024-12-10,Mac,Africa,Audio,Performance,M2,Medium,4.0
2417,Careers,High,Resolved,2024-12-27,2025-01-14,Mac,Asia,CAS,Graphics,M1,Low,18.0
2418,Aging System,Medium,Resolved,2024-12-10,2025-01-04,Pc,Europe,Expansion Pack,Gameplay,M6,Low,25.0
2419,Careers,Low,Resolved,2025-04-18,2025-05-10,Xbox,Europe,Audio,Performance,M7,Low,22.0
2420,Skills,Critical,New,2024-11-07,,Pc,Africa,Graphics,UI,M1,Low,
2421,World Map,Low,Resolved,2024-10-14,2024-11-11,Playstation,Oceania,Expansion Pack,UI,M3,Low,28.0
2422,Seasons,High,Resolved,2024-06-08,2024-07-03,Pc,Oceania,CAS,Audio,M4,Medium,25.0
2423,Mods & Custom Content,Medium,Resolved,2024-08-11,2024-08-21,Mac,North America,Build Mode,Graphics,M4,Low,10.0
2424,Build Mode,Medium,Resolved,2024-09-30,2024-10-30,Mac,South America,UI/UX,Performance,M1,Low,30.0
2425,Aging System,Low,Won't Fix,2024-05-07,2024-05-31,Mac,Oceania,Platform,Graphics,M3,High,24.0
2426,Skills,Medium,Won't Fix,2024-08-27,2024-09-08,Playstation,Oceania,LiveOps,Audio,M2,Medium,12.0
2427,Social Interactions,Medium,Resolved,2024-04-21,2024-05-18,Pc,Oceania,CAS,Network,M2,Medium,27.0
2428,Aspirations,Low,Investigating,2024-06-06,,Pc,South America,Expansion Pack,Expansion Pack,M4,Low,
2429,Create-a-Sim,Low,Resolved,2025-02-10,2025-02-19,Playstation,Europe,Graphics,Expansion Pack,M1,High,9.0
2430,Bug Fixes,High,Resolved,2025-04-05,2025-04-23,Pc,Europe,Expansion Pack,UI,M6,Low,18.0
2431,Tutorial,Medium,Resolved,2024-10-19,2024-11-04,Xbox,Asia,CAS,Audio,M4,Medium,16.0
2432,Build Mode,Medium,Resolved,2024-10-16,2024-11-15,Mac,Europe,Audio,Audio,M2,Low,30.0
2433,Live Mode,Medium,Resolved,2024-12-24,2025-01-18,Mac,Asia,UI/UX,Network,M3,Low,25.0
2434,Careers,Medium,Investigating,2024-09-17,,Playstation,South America,CAS,Graphics,M4,Low,
2435,Multiplayer,Low,Resolved,2025-02-19,2025-03-17,Playstation,South America,LiveOps,UI,M7,Low,26.0
2436,Tutorial,Low,Resolved,2024-10-13,2024-11-02,Mac,Europe,UI/UX,Network,M6,Medium,20.0
2437,UI,Low,Investigating,2024-05-18,,Pc,Europe,Platform,Expansion Pack,M2,High,
2438,Multiplayer,Low,Resolved,2024-04-29,2024-05-19,Playstation,Europe,Audio,Performance,M1,Medium,20.0
2439,Multiplayer,Critical,Won't Fix,2025-01-21,2025-02-08,Playstation,Oceania,Build Mode,Performance,M4,Medium,18.0
2440,Build Mode,Low,Won't Fix,2024-08-02,2024-08-30,Mac,Asia,LiveOps,UI,M1,High,28.0
2441,Occults,High,Resolved,2024-07-27,2024-08-13,Playstation,North America,Audio,Performance,M1,Medium,17.0
2442,UI,Medium,Resolved,2024-10-31,2024-11-02,Mac,Asia,Build Mode,Mods & Custom Content,M5,Medium,2.0
2443,Build Mode,Low,Resolved,2024-06-18,2024-06-19,Playstation,South America,UI/UX,Expansion Pack,M2,Low,1.0
2444,Audio,High,Resolved,2024-10-02,2024-10-25,Pc,Africa,Expansion Pack,Network,M5,Medium,23.0
2445,Mods & Custom Content,Low,Won't Fix,2025-01-14,2025-02-02,Playstation,Asia,Build Mode,Performance,M6,Low,19.0
2446,Aging System,Medium,Investigating,2025-01-23,,Pc,Asia,Expansion Pack,Expansion Pack,M3,Medium,
2447,Expansion Pack,Medium,Resolved,2024-11-05,2024-11-13,Playstation,Europe,UI/UX,Gameplay,M6,Medium,8.0
2448,Careers,Low,Resolved,2024-05-29,2024-06-12,Mac,Oceania,Graphics,Expansion Pack,M1,Low,14.0
2449,Careers,Medium,Resolved,2024-05-29,2024-06-04,Pc,South America,UI/UX,Graphics,M2,Low,6.0
2450,Occults,Medium,Resolved,2025-01-26,2025-01-30,Xbox,North America,Platform,Mods & Custom Content,M6,Medium,4.0
2451,Pets,Low,Resolved,2025-02-13,2025-02-18,Playstation,Africa,Audio,Gameplay,M7,Low,5.0
2452,World Map,Medium,Investigating,2024-08-30,,Playstation,South America,Build Mode,Mods & Custom Content,M1,Low,
2453,Graphics,Low,Investigating,2025-02-13,,Pc,Oceania,Build Mode,Mods & Custom Content,M7,Medium,
2454,Occults,Medium,Investigating,2024-05-03,,Mac,Europe,UI/UX,UI,M2,Low,
2455,Aspirations,Low,Resolved,2025-01-06,2025-01-28,Mac,Europe,Graphics,Audio,M1,Medium,22.0
2456,Social Interactions,Low,Resolved,2024-11-03,2024-11-29,Pc,Asia,Build Mode,Performance,M1,Low,26.0
2457,Aspirations,High,Resolved,2025-04-15,2025-05-07,Mac,Oceania,Platform,Expansion Pack,M3,Low,22.0
2458,Skills,Low,Resolved,2024-05-25,2024-06-20,Mac,South America,Audio,Audio,M3,High,26.0
2459,Pets,Critical,Won't Fix,2025-02-15,2025-03-13,Playstation,Oceania,Platform,Network,M7,Medium,26.0
2460,Aging System,Medium,Resolved,2025-01-17,2025-01-31,Xbox,Europe,Audio,Audio,M7,High,14.0
2461,Build Mode,Low,Resolved,2024-08-04,2024-08-16,Mac,Asia,LiveOps,Expansion Pack,M5,Low,12.0
2462,Careers,High,Resolved,2025-04-18,2025-04-29,Mac,Oceania,LiveOps,Expansion Pack,M7,Low,11.0
2463,Multiplayer,Medium,Resolved,2024-09-29,2024-10-13,Mac,Oceania,Expansion Pack,Graphics,M5,Medium,14.0
2464,Audio,High,Resolved,2024-08-23,2024-09-01,Pc,Europe,UI/UX,Audio,M4,High,9.0
2465,Mods & Custom Content,High,Resolved,2025-02-10,2025-03-11,Playstation,South America,Graphics,Graphics,M3,High,29.0
2466,Aging System,High,In Progress,2024-09-25,,Mac,Asia,UI/UX,Audio,M6,Medium,
2467,Tutorial,Medium,Resolved,2025-04-16,2025-04-23,Pc,Asia,Graphics,Performance,M7,Low,7.0
2468,Create-a-Sim,Critical,Resolved,2025-01-26,2025-02-19,Playstation,Asia,UI/UX,Expansion Pack,M4,Medium,24.0
2469,Social Interactions,Medium,Resolved,2024-07-13,2024-07-14,Mac,Africa,Platform,UI,M1,Low,1.0
2470,Mods & Custom Content,Low,In Progress,2025-02-08,,Pc,Oceania,CAS,Audio,M2,Medium,
2471,Graphics,Critical,Resolved,2024-11-19,2024-12-17,Mac,South America,Graphics,Expansion Pack,M1,High,28.0
2472,Aspirations,Medium,Resolved,2024-08-24,2024-09-16,Pc,Oceania,Build Mode,Expansion Pack,M1,High,23.0
2473,World Map,High,Resolved,2025-01-03,2025-01-12,Mac,North America,Expansion Pack,Expansion Pack,M3,Medium,9.0
2474,Graphics,Low,New,2024-12-05,,Playstation,North America,Build Mode,Network,M1,High,
2475,Live Mode,Low,In Progress,2024-06-17,,Playstation,Asia,Platform,Gameplay,M4,Medium,
2476,Create-a-Sim,Medium,In Progress,2024-06-07,,Pc,Europe,LiveOps,Audio,M3,Medium,
2477,Live Mode,Low,Resolved,2024-07-02,2024-07-04,Xbox,Africa,Expansion Pack,Gameplay,M6,Low,2.0
2478,Expansion Pack,Low,Resolved,2024-07-02,2024-07-19,Mac,South America,CAS,Mods & Custom Content,M3,Medium,17.0
2479,Build Mode,Low,Resolved,2024-05-09,2024-05-11,Xbox,Africa,Expansion Pack,Expansion Pack,M3,Medium,2.0
2480,Audio,Low,Resolved,2024-08-24,2024-09-20,Pc,Europe,Graphics,Gameplay,M4,High,27.0
2481,Graphics,Medium,Resolved,2024-07-29,2024-08-16,Pc,South America,UI/UX,Gameplay,M3,Medium,18.0
2482,Social Interactions,Low,Resolved,2024-11-01,2024-11-27,Xbox,South America,Graphics,Network,M5,Medium,26.0
2483,Social Interactions,Low,Resolved,2024-08-14,2024-09-05,Pc,Oceania,Expansion Pack,Graphics,M3,High,22.0
2484,Skills,Medium,Resolved,2024-12-31,2025-01-12,Pc,Africa,Expansion Pack,Expansion Pack,M3,Medium,12.0
2485,UI,Critical,Resolved,2024-08-01,2024-08-13,Mac,Asia,Audio,Expansion Pack,M4,Medium,12.0
2486,Pets,Low,Resolved,2024-07-24,2024-08-22,Pc,North America,Expansion Pack,Audio,M4,Medium,29.0
2487,Graphics,Low,Resolved,2025-02-26,2025-03-26,Playstation,Europe,Audio,Mods & Custom Content,M2,Medium,28.0
2488,UI,Low,Resolved,2025-04-13,2025-05-02,Pc,Oceania,Expansion Pack,Graphics,M2,Medium,19.0
2489,World Map,Medium,New,2024-12-22,,Mac,North America,Graphics,UI,M1,Medium,
2490,Build Mode,Medium,Resolved,2024-05-22,2024-06-07,Mac,Africa,Audio,Mods & Custom Content,M7,Medium,16.0
2491,Expansion Pack,Low,Won't Fix,2025-04-05,2025-04-29,Playstation,Europe,Expansion Pack,Performance,M6,Medium,24.0
2492,Build Mode,High,Resolved,2025-01-30,2025-03-01,Pc,North America,Graphics,Gameplay,M2,Low,30.0
2493,Audio,Low,In Progress,2025-03-20,,Playstation,Oceania,CAS,Mods & Custom Content,M2,High,
2494,Pets,High,New,2025-04-16,,Xbox,South America,UI/UX,Expansion Pack,M1,Medium,
2495,Skills,High,Resolved,2025-03-01,2025-03-17,Xbox,Asia,Platform,Expansion Pack,M7,Medium,16.0
2496,Aspirations,Medium,Resolved,2024-06-03,2024-06-23,Mac,Europe,CAS,Audio,M1,Low,20.0
2497,World Map,Critical,Resolved,2025-02-28,2025-03-05,Xbox,Oceania,Expansion Pack,UI,M7,Medium,5.0
2498,Live Mode,Medium,Resolved,2024-07-18,2024-08-10,Playstation,Europe,LiveOps,Mods & Custom Content,M1,Medium,23.0
2499,Create-a-Sim,High,Resolved,2025-01-03,2025-01-25,Playstation,South America,UI/UX,Gameplay,M3,Low,22.0
2500,Mods & Custom Content,Medium,Resolved,2025-02-15,2025-02-17,Pc,Africa,LiveOps,Performance,M4,Medium,2.0
2501,Aging System,Critical,Resolved,2025-01-21,2025-01-28,Xbox,Africa,Build Mode,UI,M3,Low,7.0
2502,Live Mode,Medium,Resolved,2024-12-21,2024-12-28,Pc,Asia,Platform,Mods & Custom Content,M5,Low,7.0
2503,Seasons,Critical,Won't Fix,2024-10-14,2024-10-22,Xbox,Asia,Build Mode,Performance,M1,High,8.0
2504,Social Interactions,Medium,Resolved,2024-11-15,2024-12-01,Mac,Africa,Audio,Audio,M4,Medium,16.0
2505,Multiplayer,Critical,Resolved,2024-07-25,2024-08-23,Xbox,Oceania,Audio,Audio,M1,Low,29.0
2506,Mods & Custom Content,Low,Resolved,2024-09-16,2024-10-15,Xbox,Oceania,LiveOps,Gameplay,M3,Medium,29.0
2507,Bug Fixes,Low,Resolved,2024-09-30,2024-10-01,Playstation,Asia,Build Mode,Performance,M4,High,1.0
2508,Create-a-Sim,High,Resolved,2024-12-05,2024-12-26,Mac,Europe,Expansion Pack,Expansion Pack,M7,Medium,21.0
2509,Graphics,High,Resolved,2025-03-06,2025-03-26,Pc,North America,LiveOps,Graphics,M5,Low,20.0
2510,Live Mode,Medium,Investigating,2024-05-22,,Pc,Oceania,LiveOps,Audio,M7,High,
2511,UI,Low,New,2024-10-23,,Playstation,North America,Expansion Pack,Performance,M5,Medium,
2512,Audio,High,Resolved,2024-07-28,2024-08-05,Xbox,South America,Platform,Gameplay,M2,Medium,8.0
2513,Build Mode,Medium,Won't Fix,2025-03-26,2025-04-13,Pc,Europe,Audio,Expansion Pack,M5,Low,18.0
2514,Bug Fixes,Low,In Progress,2024-08-31,,Xbox,Oceania,CAS,Mods & Custom Content,M7,Low,
2515,Live Mode,Low,Resolved,2025-03-31,2025-04-23,Playstation,Oceania,Build Mode,UI,M1,High,23.0
2516,Aging System,Medium,Resolved,2024-08-15,2024-09-14,Playstation,Europe,UI/UX,Gameplay,M6,Medium,30.0
2517,Social Interactions,High,Resolved,2024-04-18,2024-05-08,Playstation,Oceania,LiveOps,Gameplay,M4,High,20.0
2518,Seasons,Medium,Resolved,2025-01-26,2025-02-18,Xbox,Europe,Build Mode,Expansion Pack,M2,Medium,23.0
2519,Build Mode,Low,Resolved,2025-01-11,2025-02-02,Xbox,Oceania,Audio,Mods & Custom Content,M4,Low,22.0
2520,Aging System,Medium,Resolved,2025-01-10,2025-01-24,Pc,Africa,Build Mode,Mods & Custom Content,M6,Medium,14.0
2521,Careers,Low,In Progress,2024-10-02,,Pc,South America,CAS,UI,M7,Medium,
2522,Tutorial,Medium,Resolved,2024-12-17,2024-12-22,Xbox,Europe,Platform,Network,M5,High,5.0
2523,Graphics,Critical,Resolved,2024-08-27,2024-08-28,Playstation,Oceania,LiveOps,Network,M1,High,1.0
2524,World Map,Low,In Progress,2024-05-11,,Xbox,North America,Platform,Network,M4,Medium,
2525,Mods & Custom Content,Medium,Won't Fix,2024-10-30,2024-11-02,Playstation,South America,Expansion Pack,Gameplay,M5,Medium,3.0
2526,World Map,Medium,Resolved,2024-07-06,2024-07-10,Pc,North America,Expansion Pack,Graphics,M1,Medium,4.0
2527,Multiplayer,Medium,Resolved,2024-09-22,2024-10-01,Xbox,Africa,Graphics,Network,M6,Medium,9.0
2528,Mods & Custom Content,Medium,Resolved,2024-07-04,2024-07-12,Pc,North America,UI/UX,Performance,M3,Medium,8.0
2529,Create-a-Sim,Medium,Resolved,2024-07-25,2024-08-11,Mac,Africa,LiveOps,Expansion Pack,M6,Medium,17.0
2530,Graphics,Medium,Resolved,2025-02-15,2025-02-21,Mac,North America,LiveOps,Expansion Pack,M2,High,6.0
2531,Build Mode,Critical,Resolved,2024-08-19,2024-09-04,Playstation,Europe,Platform,Expansion Pack,M2,Low,16.0
2532,UI,Medium,Investigating,2024-11-15,,Playstation,North America,Expansion Pack,Mods & Custom Content,M7,Medium,
2533,World Map,Low,In Progress,2024-11-11,,Playstation,South America,Graphics,Audio,M1,Medium,
2534,Skills,Medium,Resolved,2024-10-12,2024-10-28,Playstation,Asia,Build Mode,Audio,M3,Medium,16.0
2535,Occults,Critical,Resolved,2024-08-21,2024-09-11,Xbox,Asia,Build Mode,Audio,M5,Low,21.0
2536,Skills,Medium,Resolved,2024-12-23,2025-01-16,Xbox,Oceania,Audio,Expansion Pack,M7,Medium,24.0
